id,created_at,updated_at,ticket_id,job_type_id,assignment_username,ticket_created_at,scheduled_date,system_scheduled_date,assigned_at,unaccepted_at,accepted_at,checkedin_at,rescheduled_at,reschedule_date,reassigned_at,solved_at,checkedout_at,hold_at,removed_at,unassigned_at,client_branch,parked_at,assigned_from,assigned_by,reassigned_from,reassigned_by,rescheduled_from,rescheduled_by,unassigned_from,unassigned_by,removed_from,removed_by,assign_reason,reassign_reason,reschedule_reason,unassign_reason,remove_reason,assigned_distance
208891,"2023-08-19 13:15:07","2023-08-19 13:15:56",20013865,2,niroj.khadka,"2023-08-19 11:43:17","2023-08-19 12:30:00","2023-08-19 13:15:00","2023-08-19 13:15:07",,"2023-08-19 13:15:56",,,,,,,,,,KOTESHWOR,,qcp,,,,,,,,,,,,,,,1344
208897,"2023-08-19 13:16:07","2023-08-19 14:18:18",20004264,2,arunlal.shrestha,"2023-08-18 15:01:09","2023-08-18 16:00:00","2023-08-18 15:45:00","2023-08-19 13:16:07",,"2023-08-19 13:16:29","2023-08-19 14:08:14",,,,"2023-08-19 14:17:03","2023-08-19 14:18:18",,,,SALLAGHARI,,qcp-dashboard,prashish.shrestha,,,,,,,,,"FA Not Available",,,,,3644
208927,"2023-08-19 13:26:06","2023-08-19 14:09:40",8057420,4,magar.laxman,"2023-08-17 13:45:07","2023-08-17 13:52:00","2023-08-19 07:55:00","2023-08-19 13:26:06",,"2023-08-19 13:26:46","2023-08-19 13:54:27",,,,,"2023-08-19 14:09:40",,,,BOUDDHA,,qcp,,,,,,,,,,,,,,,997
208892,"2023-08-19 13:15:12","2023-08-19 13:33:45",20010510,2,bishow.dahal,"2023-08-19 07:48:00","2023-08-19 11:00:00","2023-08-19 10:45:00","2023-08-19 13:15:12",,"2023-08-19 13:15:41","2023-08-19 13:25:03",,,,"2023-08-19 13:26:03","2023-08-19 13:33:45",,,,GATTHAGHAR,,qcp,,,,,,,,,,,,,,,1636
208914,"2023-08-19 13:23:05","2023-08-19 13:59:08",20006241,2,minkaji.baram,"2023-08-18 17:20:22","2023-08-19 09:30:00","2023-08-19 09:15:00","2023-08-19 13:23:05",,"2023-08-19 13:23:35","2023-08-19 13:36:05",,,,"2023-08-19 13:58:49","2023-08-19 13:59:07",,,,IMADOL,,qcp,,,,,,,,,,,,,,,1511
208926,"2023-08-19 13:26:06","2023-08-19 14:05:32",20013256,2,durga.rijal,"2023-08-19 11:03:42","2023-08-19 11:03:00","2023-08-19 10:49:58","2023-08-19 13:26:06",,"2023-08-19 13:26:31","2023-08-19 13:50:03",,,,"2023-08-19 14:04:40","2023-08-19 14:05:32",,,,BAGAR,,qcp,,,,,,,,,,,,,,,952
208899,"2023-08-19 13:18:03","2023-08-19 13:18:23",20011791,2,amit.aryal,"2023-08-19 09:25:57","2023-08-19 09:25:00","2023-08-19 11:15:00","2023-08-19 13:18:03",,"2023-08-19 13:18:23",,,,,,,,,,BUTWAL,,qcp,,,,,,,,,,,,,,,902
208900,"2023-08-19 13:18:04","2023-08-19 13:18:32",20014118,2,durga.rijal,"2023-08-19 11:54:40","2023-08-19 11:54:00","2023-08-19 11:45:11","2023-08-19 13:18:04",,"2023-08-19 13:18:32",,,,,,,,,,BAGAR,,qcp,,,,,,,,,,,,,,,1691
208919,"2023-08-19 13:24:05","2023-08-19 13:37:36",20003299,2,nabin.shrestha5,"2023-08-18 13:57:00","2023-08-19 10:57:00","2023-08-19 10:44:02","2023-08-19 13:24:05",,"2023-08-19 13:24:34","2023-08-19 13:36:40",,,,"2023-08-19 13:37:12","2023-08-19 13:37:36",,,,DAMAULI,,qcp,,,,,,,,,,,,,,,2281
208916,"2023-08-19 13:24:04","2023-08-19 14:22:43",19987122,2,bibek.ale02,"2023-08-17 11:20:38","2023-08-17 11:20:00","2023-08-18 13:45:00","2023-08-19 13:24:04",,"2023-08-19 13:24:30","2023-08-19 14:14:44",,,,"2023-08-19 14:16:31","2023-08-19 14:22:43",,,,CHITWAN,,qcp,,,,,,,,,,,,,,,5717
208890,"2023-08-19 13:15:06","2023-08-19 13:35:02",20012311,2,rk.dhakal,"2023-08-19 10:02:14","2023-08-19 12:00:00","2023-08-19 13:15:00","2023-08-19 13:15:06",,"2023-08-19 13:15:32","2023-08-19 13:35:02",,,,,,,,,KOTESHWOR,,qcp,,,,,,,,,,,,,,,711
208908,"2023-08-19 13:21:04","2023-08-19 14:56:04",20009169,2,mukunda.shrestha,"2023-08-18 21:20:34","2023-08-19 09:30:00","2023-08-19 13:15:00","2023-08-19 13:21:04",,"2023-08-19 13:22:15","2023-08-19 14:29:03",,,,"2023-08-19 14:50:41","2023-08-19 14:56:04",,,,BANSBARI,,qcp,,,,,,,,,,,,,,,4591
208896,"2023-08-19 13:16:04","2023-08-19 13:49:15",20015041,2,babin.bishunke,"2023-08-19 12:56:46","2023-08-19 12:56:00","2023-08-19 12:47:45","2023-08-19 13:16:04",,"2023-08-19 13:16:34","2023-08-19 13:31:54",,,,"2023-08-19 13:44:32","2023-08-19 13:49:15",,,,IMADOL,,qcp,,,,,,,,,,,,,,,1492
208904,"2023-08-19 13:20:04","2023-08-19 13:21:07",20014945,2,amrit.tamang,"2023-08-19 12:50:54","2023-08-19 13:30:00","2023-08-19 13:15:00","2023-08-19 13:20:04",,"2023-08-19 13:21:07",,,,,,,,,,BOUDDHA,,qcp,,,,,,,,,,,,,,,2234
208790,"2023-08-19 12:50:28","2023-08-19 13:21:08",20014854,2,dev.pokhrel,"2023-08-19 12:45:02","2023-08-19 12:45:00","2023-08-19 12:35:15","2023-08-19 12:50:28",,"2023-08-19 12:50:52","2023-08-19 12:51:06",,,,"2023-08-19 13:13:34","2023-08-19 13:21:08",,,,SALLAGHARI,,qcp-dashboard,prashish.shrestha,,,,,,,,,"FA Not Available",,,,,67
208913,"2023-08-19 13:23:04","2023-08-19 14:36:10",8062308,1,sujan.khanal,"2023-08-18 11:00:54","2023-08-18 11:15:00","2023-08-19 07:39:00","2023-08-19 13:23:04",,"2023-08-19 13:23:33","2023-08-19 13:52:40",,,,"2023-08-19 14:19:53","2023-08-19 14:36:10",,,,DHUNGEDHARA,,qcp,,,,,,,,,,,,,,,1944
208895,"2023-08-19 13:16:04","2023-08-19 14:03:44",20012394,2,nakul.dhakal,"2023-08-19 10:12:15","2023-08-19 10:12:00","2023-08-19 09:57:44","2023-08-19 13:16:04",,"2023-08-19 13:16:48","2023-08-19 13:28:45",,,,"2023-08-19 14:00:20","2023-08-19 14:03:44",,,,PEPSICOLA,,qcp,,,,,,,,,,,,,,,2086
208909,"2023-08-19 13:22:03","2023-08-19 13:22:03",20014945,2,amrit.tamang,"2023-08-19 12:50:54","2023-08-19 13:30:00","2023-08-19 13:15:00","2023-08-19 13:22:03",,,,,,,,,,,,BOUDDHA,,qcp,,,,,,,,,,,,,,,2234
208917,"2023-08-19 13:24:04","2023-08-19 14:32:12",20005348,2,manoj.lama,"2023-08-18 16:11:37","2023-08-18 16:11:00","2023-08-19 13:15:00","2023-08-19 13:24:04",,"2023-08-19 13:24:43","2023-08-19 13:37:03",,,,"2023-08-19 14:27:39","2023-08-19 14:32:12",,,,KALIMATI,,qcp,,,,,,,,,,,,,,,810
208905,"2023-08-19 13:20:04","2023-08-19 14:54:47",8066810,1,bishal.kunwar,"2023-08-19 12:05:02","2023-08-19 13:00:00","2023-08-19 12:45:00","2023-08-19 13:20:04",,"2023-08-19 13:20:57","2023-08-19 13:46:30",,,,"2023-08-19 14:07:56","2023-08-19 14:54:47",,,,BALAJU,,qcp,,,,,,,,,,,,,,,2363
208911,"2023-08-19 13:22:05","2023-08-19 13:22:43",20013068,2,sunil.nepali,"2023-08-19 10:52:42","2023-08-19 11:30:00","2023-08-19 11:15:00","2023-08-19 13:22:05",,"2023-08-19 13:22:42",,,,,,,,,,BUTWAL,,qcp,,,,,,,,,,,,,,,3060
208912,"2023-08-19 13:22:36","2023-08-19 13:22:53",8062640,1,amrit.tamang,"2023-08-18 11:33:11","2023-08-18 11:45:00","2023-08-18 11:30:00","2023-08-19 13:22:36",,"2023-08-19 13:22:53",,,,,,,,,,BOUDDHA,,qcp-dashboard,binayak.acharya,,,,,,,,,"Want to go home",,,,,19812
208622,"2023-08-19 12:05:04","2023-08-19 13:23:08",20013926,2,bibek.ale02,"2023-08-19 11:42:10","2023-08-19 11:42:00","2023-08-19 11:33:46","2023-08-19 12:05:04",,"2023-08-19 12:05:22","2023-08-19 13:09:04",,,,"2023-08-19 13:10:53","2023-08-19 13:23:07",,,,CHITWAN,,qcp,,,,,,,,,,,,,,,2419
208451,"2023-08-19 11:20:04","2023-08-19 13:23:33",20004873,2,santosh.bhujel,"2023-08-18 15:41:39","2023-08-18 16:00:00","2023-08-18 15:45:00","2023-08-19 11:20:04",,"2023-08-19 11:20:33","2023-08-19 12:49:25",,,,,,,"2023-08-19 13:23:33",,BAGAR,,qcp,,,,,,,,qcp-dashboard,subhash.tharu,,,,,"Removed by Supervisor/Admin from QCP Dashboard.",3795
208907,"2023-08-19 13:20:06","2023-08-19 14:56:48",8064738,4,ramesh.bista,"2023-08-18 15:32:42","2023-08-18 15:38:00","2023-08-19 09:45:00","2023-08-19 13:20:06",,"2023-08-19 13:21:19","2023-08-19 14:26:32",,,,,"2023-08-19 14:56:48",,,,BOUDDHA,,qcp,,,,,,,,,,,,,,,1991
208903,"2023-08-19 13:20:03","2023-08-19 14:01:20",20014407,2,hom.kanwar,"2023-08-19 12:19:00","2023-08-19 12:51:00","2023-08-19 12:41:40","2023-08-19 13:20:03",,"2023-08-19 13:20:17","2023-08-19 13:39:03",,,,"2023-08-19 13:53:18","2023-08-19 14:01:20",,,,BHAIRAHAWA,,qcp,,,,,,,,,,,,,,,6464
208915,"2023-08-19 13:24:03","2023-08-19 13:24:03",8049684,1,santosh.bhujel,"2023-08-16 10:00:39","2023-08-16 10:15:00","2023-08-19 10:45:00","2023-08-19 13:24:03",,,,,,,,,,,,BAGAR,,qcp,,,,,,,,,,,,,,,1332
208923,"2023-08-19 13:26:04","2023-08-19 14:07:18",19994787,2,krishnaprakash.sah,"2023-08-17 19:57:46","2023-08-18 10:30:00","2023-08-18 10:15:00","2023-08-19 13:26:04",,"2023-08-19 13:26:36","2023-08-19 13:55:03",,,,"2023-08-19 14:06:50","2023-08-19 14:07:18",,,,JANAKPUR,,qcp,,,,,,,,,,,,,,,1382
208838,"2023-08-19 13:02:04","2023-08-19 13:24:26",20013106,2,rupak.prajapati,"2023-08-19 10:49:36","2023-08-19 10:49:00","2023-08-19 10:39:50","2023-08-19 13:02:04",,"2023-08-19 13:04:32",,"2023-08-19 13:12:20","2023-08-20 10:30:00","2023-08-19 13:24:26",,,,,,SALLAGHARI,,qcp,,esupport,sudip.shrestha,int-mobile-app,rupak.prajapati,,,,,,"Client is not at home so client reschedule for tomorrow","Customer requested to reschedule the field visit time.",,,1241
208898,"2023-08-19 13:18:02","2023-08-19 14:23:22",8064282,1,prakash.basnet,"2023-08-18 14:36:02","2023-08-18 14:45:00","2023-08-19 10:45:00","2023-08-19 13:18:02",,"2023-08-19 13:18:48","2023-08-19 13:37:26",,,,"2023-08-19 14:00:52","2023-08-19 14:23:22",,,,BALUWATAR,,qcp,,,,,,,,,,,,,,,2150
208901,"2023-08-19 13:18:04","2023-08-19 14:12:05",20004774,2,tilochan.dahal,"2023-08-18 15:30:07","2023-08-18 16:00:00","2023-08-19 09:15:00","2023-08-19 13:18:04",,"2023-08-19 13:19:09","2023-08-19 13:50:21",,,,"2023-08-19 13:54:49","2023-08-19 14:12:05",,,,IMADOL,,qcp,,,,,,,,,,,,,,,2218
208924,"2023-08-19 13:26:04","2023-08-19 13:26:26",20012736,2,anil.bista,"2023-08-19 10:31:37","2023-08-19 10:31:00","2023-08-19 13:15:00","2023-08-19 13:26:04",,"2023-08-19 13:26:26",,,,,,,,,,KOTESHWOR,,qcp,,,,,,,,,,,,,,,2214
208906,"2023-08-19 13:20:06","2023-08-19 14:39:55",8062596,4,tou.gurung,"2023-08-18 11:30:04","2023-08-18 14:00:00","2023-08-18 13:45:00","2023-08-19 13:20:06",,"2023-08-19 13:21:38","2023-08-19 14:03:02",,,,,"2023-08-19 14:39:55",,,,BAGAR,,qcp,,,,,,,,,,,,,,,4687
208893,"2023-08-19 13:16:04","2023-08-19 13:31:41",20013474,2,uddhab.magar,"2023-08-19 11:16:43","2023-08-19 11:16:00","2023-08-19 13:15:00","2023-08-19 13:16:04",,"2023-08-19 13:16:34",,"2023-08-19 13:31:40","2023-08-19 16:30:00",,,,,,,KIRTIPUR,,qcp,,,,int-mobile-app,uddhab.magar,,,,,,,"Customer requested to reschedule the field visit time.",,,2824
208910,"2023-08-19 13:22:04","2023-08-19 13:58:08",20015292,2,dev.pokhrel,"2023-08-19 13:12:13","2023-08-19 13:12:00","2023-08-19 13:02:26","2023-08-19 13:22:04",,"2023-08-19 13:22:36","2023-08-19 13:24:03",,,,"2023-08-19 13:55:00","2023-08-19 13:58:08",,,,SALLAGHARI,,qcp,,,,,,,,,,,,,,,36
208921,"2023-08-19 13:25:04","2023-08-19 13:31:22",8066744,1,som.pakhrin,"2023-08-19 11:49:12","2023-08-19 12:00:00","2023-08-19 11:45:00","2023-08-19 13:25:04",,"2023-08-19 13:25:49",,"2023-08-19 13:31:22","2023-08-25 10:00:00",,,,,,,HETAUDA,,qcp,,,,qcp-dashboard,roshan.rokka,,,,,,,"Client rescheduled",,,5598
208925,"2023-08-19 13:26:06","2023-08-19 13:27:55",20003446,2,santosh.timalsinaa,"2023-08-18 14:01:22","2023-08-18 14:01:00","2023-08-18 13:51:58","2023-08-19 13:26:05",,"2023-08-19 13:27:55",,,,,,,,,,GATTHAGHAR,,qcp,,,,,,,,,,,,,,,953
208920,"2023-08-19 13:24:05","2023-08-19 13:28:15",20009696,2,sujan.sundas,"2023-08-18 22:42:00","2023-08-19 09:44:00","2023-08-19 09:30:03","2023-08-19 13:24:05",,"2023-08-19 13:25:21",,"2023-08-19 13:28:15","2023-08-20 10:30:00",,,,,,,IMADOL,,qcp,,,,int-mobile-app,sujan.sundas,,,,,,,"Customer requested to reschedule the field visit time.",,,3651
208902,"2023-08-19 13:19:04","2023-08-19 13:35:35",8067064,1,ashok.tamang,"2023-08-19 13:18:49","2023-08-19 13:18:49","2023-08-19 13:03:49","2023-08-19 13:19:04",,"2023-08-19 13:19:36","2023-08-19 13:35:02",,,"2023-08-19 13:35:35",,,,,,SITAPAILA,,qcp,,int-mobile-app,ashok.tamang,,,,,,,,,,,,3125
208937,"2023-08-19 13:30:04","2023-08-21 12:27:18",8049684,1,santosh.bhujel,"2023-08-16 10:00:39","2023-08-16 10:15:00","2023-08-19 10:45:00","2023-08-19 13:30:04",,"2023-08-19 13:33:00","2023-08-19 13:47:39","2023-08-19 13:54:49","2023-08-20 11:00:00",,"2023-08-21 12:27:18",,,,,BAGAR,,qcp,,,,qcp-dashboard,roshni.budathoki,,,,,,,"Client rescheduled",,,1332
208928,"2023-08-19 13:26:06","2023-08-19 13:28:56",20012151,2,ganesh.khadka,"2023-08-19 09:56:51","2023-08-19 09:56:00","2023-08-19 13:15:00","2023-08-19 13:26:06",,"2023-08-19 13:26:45",,,,"2023-08-19 13:28:56",,,,,,BANSBARI,,qcp,,esupport,sujan.maharjan,,,,,,,,,,,,3344
208929,"2023-08-19 13:27:03","2023-08-19 14:10:46",20000113,2,bijay.yadav1,"2023-08-18 10:47:51","2023-08-18 10:47:00","2023-08-18 10:33:13","2023-08-19 13:27:03",,"2023-08-19 13:27:23","2023-08-19 13:50:04",,,,"2023-08-19 14:09:25","2023-08-19 14:10:46",,,,JANAKPUR,,qcp,,,,,,,,,,,,,,,3454
208941,"2023-08-19 13:31:05","2023-08-19 14:13:59",20008542,2,dhana.magar,"2023-08-18 20:22:47","2023-08-19 10:00:00","2023-08-19 09:45:00","2023-08-19 13:31:05",,"2023-08-19 13:31:41","2023-08-19 13:48:02",,,,"2023-08-19 13:55:54","2023-08-19 14:13:59",,,,BOUDDHA,,qcp,,,,,,,,,,,,,,,1018
208972,"2023-08-19 13:39:04","2023-08-19 14:38:53",20013591,2,rohit.pandey,"2023-08-19 11:25:14","2023-08-19 12:00:00","2023-08-19 11:45:00","2023-08-19 13:39:04",,"2023-08-19 13:39:23","2023-08-19 14:06:04",,,,"2023-08-19 14:14:45","2023-08-19 14:38:53",,,,MANBHAWAN,,qcp,,,,,,,,,,,,,,,1182
208946,"2023-08-19 13:32:04","2023-08-19 15:02:58",8066880,1,som.pakhrin,"2023-08-19 12:28:58","2023-08-19 12:33:00","2023-08-19 12:18:00","2023-08-19 13:32:04",,"2023-08-19 13:32:52","2023-08-19 14:12:17",,,,"2023-08-19 14:48:31","2023-08-19 15:02:58",,,,HETAUDA,,qcp,,,,,,,,,,,,,,,4648
208967,"2023-08-19 13:37:08","2023-08-19 14:34:41",8058635,4,jivan.thapa,"2023-08-17 15:45:27","2023-08-17 15:49:00","2023-08-19 10:45:00","2023-08-19 13:37:08",,"2023-08-19 13:37:36","2023-08-19 14:07:19",,,,,"2023-08-19 14:34:41",,,,BANSBARI,,qcp,,,,,,,,,,,,,,,5813
208951,"2023-08-19 13:33:04","2023-08-19 14:47:33",19971680,2,pankha.thapa,"2023-08-16 09:57:00","2023-08-17 07:00:00","2023-08-19 09:15:00","2023-08-19 13:33:04",,"2023-08-19 13:33:30","2023-08-19 13:58:05",,,,"2023-08-19 14:21:38","2023-08-19 14:47:33",,,,SATUNGAL,,qcp,,,,,,,,,,,,,,,3738
208955,"2023-08-19 13:34:04","2023-08-19 14:22:49",20011152,2,santabahadur.majhi,"2023-08-19 08:39:04","2023-08-19 08:39:00","2023-08-19 08:31:38","2023-08-19 13:34:04",,"2023-08-19 13:35:19","2023-08-19 14:09:24",,,,"2023-08-19 14:14:59","2023-08-19 14:22:49",,,,DHUNGEDHARA,,qcp,,,,,,,,,,,,,,,1611
208933,"2023-08-19 13:29:04","2023-08-19 14:31:22",20014152,2,bibek.thapa03,"2023-08-19 12:01:27","2023-08-19 12:30:00","2023-08-19 12:15:00","2023-08-19 13:29:04",,"2023-08-19 13:29:23","2023-08-19 14:00:04",,,,"2023-08-19 14:24:31","2023-08-19 14:31:22",,,,CHITWAN,,qcp,,,,,,,,,,,,,,,2572
208930,"2023-08-19 13:27:03","2023-08-19 14:51:09",8064787,1,sujin.kc,"2023-08-18 15:39:12","2023-08-18 16:00:00","2023-08-19 12:05:00","2023-08-19 13:27:03",,"2023-08-19 13:27:50","2023-08-19 13:46:43",,,,"2023-08-19 14:35:19","2023-08-19 14:51:09",,,,BALUWATAR,,qcp,,,,,,,,,,,,,,,1130
208943,"2023-08-19 13:32:03","2023-08-19 13:32:31",20015328,2,balkrishna.putwara,"2023-08-19 13:19:55","2023-08-19 13:19:00","2023-08-19 13:05:06","2023-08-19 13:32:03",,"2023-08-19 13:32:31",,,,,,,,,,SALLAGHARI,,qcp,,,,,,,,,,,,,,,503
208971,"2023-08-19 13:38:06","2023-08-19 14:09:22",19976695,2,bhakta.bhandari,"2023-08-16 14:55:39","2023-08-16 14:55:00","2023-08-19 10:15:00","2023-08-19 13:38:06",,"2023-08-19 13:38:39","2023-08-19 13:52:04",,,,"2023-08-19 13:52:37","2023-08-19 14:09:22",,,,BOUDDHA,,qcp,,,,,,,,,,,,,,,1347
208965,"2023-08-19 13:37:05","2023-08-19 14:26:07",8066842,1,paban.khadka,"2023-08-19 12:15:20","2023-08-19 13:00:00","2023-08-19 12:45:00","2023-08-19 13:37:05",,"2023-08-19 13:37:33","2023-08-19 14:02:07",,,,"2023-08-19 14:13:42","2023-08-19 14:26:07",,,,BATTISPUTALI,,qcp,,,,,,,,,,,,,,,37
208957,"2023-08-19 13:34:04","2023-08-19 13:41:23",8053177,4,lokraj.kattel,"2023-08-16 16:23:47","2023-08-16 16:23:48","2023-08-18 11:45:00","2023-08-19 13:34:04",,"2023-08-19 13:34:28","2023-08-19 13:37:53","2023-08-19 13:41:23","2023-08-20 12:00:00",,,,,,,GATTHAGHAR,,qcp,,,,task-ticketing,lokraj.kattel,,,,,,,"Customer requested to reschedule the field visit time.",,,1350
208970,"2023-08-19 13:38:06","2023-08-19 14:19:09",20012230,2,nabin.shrestha5,"2023-08-19 09:57:32","2023-08-19 11:00:00","2023-08-19 10:45:00","2023-08-19 13:38:06",,"2023-08-19 13:38:35","2023-08-19 14:08:03",,,,"2023-08-19 14:16:19","2023-08-19 14:19:09",,,,DAMAULI,,qcp,,,,,,,,,,,,,,,3360
208945,"2023-08-19 13:32:04","2023-08-19 14:12:53",20009509,2,nabin.mahato,"2023-08-18 22:04:00","2023-08-19 09:35:00","2023-08-19 09:26:05","2023-08-19 13:32:04",,"2023-08-19 13:32:25","2023-08-19 13:44:40",,,,"2023-08-19 14:07:33","2023-08-19 14:12:53",,,,CHITWAN,,qcp,,,,,,,,,,,,,,,1053
208940,"2023-08-19 13:31:05","2023-08-19 14:09:44",20013592,2,rebendra.ghimire,"2023-08-19 11:20:09","2023-08-19 12:30:00","2023-08-19 12:15:00","2023-08-19 13:31:05",,"2023-08-19 13:31:30","2023-08-19 13:48:03",,,,"2023-08-19 14:00:38","2023-08-19 14:09:44",,,,KAPAN,,qcp,,,,,,,,,,,,,,,1205
208950,"2023-08-19 13:33:03","2023-08-19 13:33:03",20015328,2,balkrishna.putwara,"2023-08-19 13:19:55","2023-08-19 13:19:00","2023-08-19 13:05:06","2023-08-19 13:33:03",,,,,,,,,,,,SALLAGHARI,,qcp,,,,,,,,,,,,,,,503
208934,"2023-08-19 13:29:04","2023-08-19 14:46:23",8067084,3,gaurav.kanwar,"2023-08-19 13:24:43","2023-08-19 13:30:00","2023-08-19 13:15:00","2023-08-19 13:29:04",,"2023-08-19 13:29:43","2023-08-19 14:41:44",,,"2023-08-19 14:46:23",,,,,,BALAJU,,qcp,,int-mobile-app,gaurav.kanwar,,,,,,,,,,,,1095
208894,"2023-08-19 13:16:04","2023-08-19 14:16:32",20013746,2,arjun.sunuwar,"2023-08-19 11:30:33","2023-08-19 13:00:00","2023-08-19 12:45:00","2023-08-19 13:16:04",,"2023-08-19 13:16:25","2023-08-19 13:31:51",,,,"2023-08-19 14:08:30","2023-08-19 14:16:32",,,,BANSBARI,,qcp,,,,,,,,,,,,,,,3104
208966,"2023-08-19 13:37:06","2023-08-19 14:26:06",20007313,2,rabin.sunuwar,"2023-08-18 18:39:48","2023-08-19 09:30:00","2023-08-19 09:15:00","2023-08-19 13:37:06",,"2023-08-19 13:37:27","2023-08-19 13:55:04",,,,"2023-08-19 14:15:16","2023-08-19 14:26:05",,,,BALUWATAR,,qcp,,,,,,,,,,,,,,,1049
208958,"2023-08-19 13:34:06","2023-08-19 13:34:35",20012279,2,chandra2.chaudhary,"2023-08-19 10:04:50","2023-08-19 10:04:00","2023-08-19 09:50:14","2023-08-19 13:34:06",,"2023-08-19 13:34:35",,,,,,,,,,IMADOL,,qcp,,,,,,,,,,,,,,,2835
208953,"2023-08-19 13:33:28","2023-08-19 16:14:04",20013144,2,balkrishna.putwara,"2023-08-19 10:51:55","2023-08-19 11:00:00","2023-08-19 14:45:00","2023-08-19 13:33:28",,"2023-08-19 13:34:06","2023-08-19 14:25:03",,,,"2023-08-19 16:00:26","2023-08-19 16:14:04",,,,SALLAGHARI,,qcp-dashboard,prashish.shrestha,,,,,,,,,"FA Not Available",,,,,2405
208939,"2023-08-19 13:31:04","2023-08-19 14:19:18",20006495,2,ramkumar.tamang,"2023-08-18 17:33:38","2023-08-19 08:30:00","2023-08-19 08:15:00","2023-08-19 13:31:04",,"2023-08-19 13:31:21","2023-08-19 13:57:35",,,,"2023-08-19 14:16:05","2023-08-19 14:19:18",,,,SATUNGAL,,qcp,,,,,,,,,,,,,,,1569
208932,"2023-08-19 13:28:05","2023-08-19 14:44:01",8066816,1,arjun.pakhrin,"2023-08-19 12:06:36","2023-08-19 12:10:00","2023-08-19 11:55:00","2023-08-19 13:28:05",,"2023-08-19 13:28:48","2023-08-19 13:54:18",,,,"2023-08-19 14:27:58","2023-08-19 14:44:01",,,,HETAUDA,,qcp,,,,,,,,,,,,,,,666
208963,"2023-08-19 13:35:05","2023-08-19 13:35:31",8063548,5,sushil1.giri,"2023-08-18 13:07:14","2023-08-18 15:00:00","2023-08-18 14:45:00","2023-08-19 13:35:05",,"2023-08-19 13:35:31",,,,,,,,,,JANAKPUR,,qcp,,,,,,,,,,,,,,,9611
208962,"2023-08-19 13:35:05","2023-08-19 13:35:35",20003987,2,rohit.pandey,"2023-08-18 14:37:12","2023-08-18 15:00:00","2023-08-19 11:15:00","2023-08-19 13:35:05",,"2023-08-19 13:35:35",,,,,,,,,,MANBHAWAN,,qcp,,,,,,,,,,,,,,,1426
208938,"2023-08-19 13:30:08","2023-08-19 14:26:13",20007574,2,amit.aryal,"2023-08-18 19:08:20","2023-08-19 09:00:00","2023-08-19 11:15:00","2023-08-19 13:30:08",,"2023-08-19 13:31:27","2023-08-19 13:54:03","2023-08-19 14:26:13","2023-08-20 07:30:00",,,,,,,BUTWAL,,qcp-dashboard,roshan.rokka,,,int-mobile-app,amit.aryal,,,,,"Some other task is a priority",,"Customer requested to reschedule the field visit time.",,,1666
208853,"2023-08-19 13:05:44","2023-08-19 13:36:16",20011557,2,yogendra.basnet,"2023-08-19 09:13:11","2023-08-19 09:13:00","2023-08-19 11:45:00","2023-08-19 13:05:44",,"2023-08-19 13:06:36","2023-08-19 13:34:12",,,,"2023-08-19 13:36:00","2023-08-19 13:36:16",,,,GATTHAGHAR,,qcp-dashboard,ajit.bhandari,,,,,,,,,"Login Mistakenly",,,,,402
208961,"2023-08-19 13:35:05","2023-08-19 13:36:48",8065072,1,paban.khadka,"2023-08-18 16:12:56","2023-08-18 16:15:00","2023-08-19 12:45:00","2023-08-19 13:35:05",,"2023-08-19 13:35:29","2023-08-19 13:36:01","2023-08-19 13:36:48","2023-08-19 15:10:00",,,,,,,BATTISPUTALI,,qcp,,,,task-ticketing,paban.khadka,,,,,,,"Customer requested to reschedule the field visit time.",,,889
208947,"2023-08-19 13:32:04","2023-08-19 13:56:35",20015351,2,uddhab.magar,"2023-08-19 13:21:43","2023-08-19 13:21:00","2023-08-19 13:07:54","2023-08-19 13:32:04",,"2023-08-19 13:32:41","2023-08-19 13:41:02",,,,"2023-08-19 13:49:51","2023-08-19 13:56:35",,,,KIRTIPUR,,qcp,,,,,,,,,,,,,,,747
208935,"2023-08-19 13:29:04","2023-08-19 14:41:11",8058454,1,sujan.sundas,"2023-08-17 15:26:50","2023-08-18 16:00:00","2023-08-19 13:25:00","2023-08-19 13:29:04",,"2023-08-19 13:29:30","2023-08-19 14:00:56",,,,"2023-08-19 14:28:43","2023-08-19 14:41:10",,,,IMADOL,,qcp,,,,,,,,,,,,,,,3876
208959,"2023-08-19 13:35:04","2023-08-19 14:03:08",20005596,2,bimarsha.mahat,"2023-08-18 16:29:45","2023-08-18 16:29:00","2023-08-18 16:19:58","2023-08-19 13:35:04",,"2023-08-19 13:36:04","2023-08-19 13:54:05",,,,"2023-08-19 13:55:40","2023-08-19 14:03:07",,,,HETAUDA,,qcp,,,,,,,,,,,,,,,3504
208954,"2023-08-19 13:33:58","2023-08-19 14:36:03",20014315,2,dinesh.karki,"2023-08-19 12:12:38","2023-08-19 13:00:00","2023-08-19 12:45:00","2023-08-19 13:33:58",,"2023-08-19 13:34:47","2023-08-19 13:59:03",,,,"2023-08-19 14:27:28","2023-08-19 14:36:03",,,,DHOLAHITI,,qcp-dashboard,aashish.sth,,,,,,,,,"FA Not Available",,,,,3275
